	resp.id	ques	alt	carpool	seat	cargo	eng	price	choice	cargo3	engElec	engHyb	p35	p40	s7	s8	cp_d
77	2	11	3	no	6	3ft	gas	40	0	True	False	False	False	True	False	False	False
78	2	12	1	no	8	2ft	hyb	30	1	False	False	True	False	False	False	True	False
79	2	12	2	no	6	2ft	hyb	30	0	False	False	True	False	False	False	False	False
80	2	12	3	no	8	2ft	hyb	35	0	False	False	True	True	False	False	True	False
81	2	13	1	no	8	2ft	hyb	40	0	False	False	True	False	True	False	True	False
82	2	13	2	no	6	3ft	elec	30	0	True	True	False	False	False	False	False	False
83	2	13	3	no	8	2ft	gas	30	1	False	False	False	False	False	False	True	False
84	2	14	1	no	6	2ft	elec	35	0	False	True	False	True	False	False	False	False
85	2	14	2	no	6	3ft	gas	30	1	True	False	False	False	False	False	False	False
86	2	14	3	no	7	3ft	hyb	30	0	True	False	True	False	False	True	False	False
87	2	15	1	no	6	3ft	elec	35	1	True	True	False	True	False	False	False	False
88	2	15	2	no	8	2ft	elec	40	0	False	True	False	False	True	False	True	False
89	2	15	3	no	7	2ft	hyb	40	0	False	False	True	False	True	True	False	False
90	3	1	1	no	8	3ft	hyb	30	0	True	False	True	False	False	False	True	False
91	3	1	2	no	6	2ft	elec	35	1	False	True	False	True	False	False	False	False
92	3	1	3	no	7	3ft	elec	40	0	True	True	False	False	True	True	False	False
93	3	2	1	no	8	3ft	gas	40	1	True	False	False	False	True	False	True	False
94	3	2	2	no	7	3ft	gas	35	0	True	False	False	True	False	True	False	False
95	3	2	3	no	8	2ft	hyb	30	0	False	False	True	False	False	False	True	False
96	3	3	1	no	8	3ft	hyb	35	0	True	False	True	True	False	False	True	False
97	3	3	2	no	6	3ft	hyb	30	1	True	False	True	False	False	False	False	False
98	3	3	3	no	6	3ft	elec	30	0	True	True	False	False	False	False	False	False
99	3	4	1	no	7	2ft	elec	35	1	False	True	False	True	False	True	False	False
100	3	4	2	no	7	2ft	hyb	40	0	False	False	True	False	True	True	False	False
101	3	4	3	no	8	2ft	hyb	40	0	False	False	True	False	True	False	True	False
102	3	5	1	no	8	2ft	gas	35	0	False	False	False	True	False	False	True	False
103	3	5	2	no	6	3ft	gas	30	1	True	False	False	False	False	False	False	False
104	3	5	3	no	8	3ft	gas	30	0	True	False	False	False	False	False	True	False
105	3	6	1	no	8	3ft	hyb	40	0	True	False	True	False	True	False	True	False
106	3	6	2	no	8	3ft	elec	35	0	True	True	False	True	False	False	True	False
107	3	6	3	no	6	2ft	gas	40	1	False	False	False	False	True	False	False	False
108	3	7	1	no	7	3ft	hyb	30	1	True	False	True	False	False	True	False	False
109	3	7	2	no	8	2ft	gas	40	0	False	False	False	False	True	False	True	False
110	3	7	3	no	7	3ft	gas	30	0	True	False	False	False	False	True	False	False
111	3	8	1	no	7	3ft	elec	30	0	True	True	False	False	False	True	False	False
112	3	8	2	no	6	2ft	gas	30	1	False	False	False	False	False	False	False	False
113	3	8	3	no	6	2ft	hyb	40	0	False	False	True	False	True	False	False	False
114	3	9	1	no	6	2ft	elec	40	0	False	True	False	False	True	False	False	False
115	3	9	2	no	8	2ft	hyb	35	0	False	False	True	True	False	False	True	False
116	3	9	3	no	6	3ft	gas	35	1	True	False	False	True	False	False	False	False
117	3	10	1	no	6	2ft	gas	35	1	False	False	False	True	False	False	False	False
118	3	10	2	no	8	3ft	elec	40	0	True	True	False	False	True	False	True	False
119	3	10	3	no	8	2ft	elec	35	0	False	True	False	True	False	False	True	False
120	3	11	1	no	8	3ft	elec	30	0	True	True	False	False	False	False	True	False
121	3	11	2	no	7	2ft	gas	30	1	False	False	False	False	False	True	False	False
122	3	11	3	no	7	2ft	gas	35	0	False	False	False	True	False	True	False	False
123	3	12	1	no	6	3ft	elec	40	1	True	True	False	False	True	False	False	False
124	3	12	2	no	8	2ft	elec	40	0	False	True	False	False	True	False	True	False
125	3	12	3	no	7	2ft	gas	40	0	False	False	False	False	True	True	False	False
126	3	13	1	no	8	3ft	gas	35	0	True	False	False	True	False	False	True	False
127	3	13	2	no	8	2ft	elec	30	1	False	True	False	False	False	False	True	False
128	3	13	3	no	6	2ft	hyb	35	0	False	False	True	True	False	False	False	False
129	3	14	1	no	6	3ft	elec	35	0	True	True	False	True	False	False	False	False
130	3	14	2	no	6	3ft	gas	40	0	True	False	False	False	True	False	False	False
131	3	14	3	no	6	3ft	hyb	40	1	True	False	True	False	True	False	False	False
132	3	15	1	no	7	2ft	elec	30	0	False	True	False	False	False	True	False	False
133	3	15	2	no	6	3ft	hyb	35	1	True	False	True	True	False	False	False	False
134	3	15	3	no	7	3ft	hyb	40	0	True	False	True	False	True	True	False	False
135	4	1	1	no	6	2ft	elec	30	0	False	True	False	False	False	False	False	False
136	4	1	2	no	6	3ft	elec	30	0	True	True	False	False	False	False	False	False
137	4	1	3	no	8	2ft	hyb	30	1	False	False	True	False	False	False	True	False
138	4	2	1	no	7	2ft	gas	35	0	False	False	False	True	False	True	False	False
139	4	2	2	no	7	2ft	elec	35	0	False	True	False	True	False	True	False	False
140	4	2	3	no	6	2ft	hyb	30	1	False	False	True	False	False	False	False	False
141	4	3	1	no	6	3ft	gas	40	0	True	False	False	False	True	False	False	False
142	4	3	2	no	6	3ft	gas	30	1	True	False	False	False	False	False	False	False
143	4	3	3	no	7	3ft	gas	35	0	True	False	False	True	False	True	False	False
144	4	4	1	no	6	3ft	elec	35	0	True	True	False	True	False	False	False	False
145	4	4	2	no	8	2ft	gas	35	1	False	False	False	True	False	False	True	False
146	4	4	3	no	7	2ft	hyb	35	0	False	False	True	True	False	True	False	False
147	4	5	1	no	7	2ft	gas	30	0	False	False	False	False	False	True	False	False
148	4	5	2	no	6	2ft	gas	30	1	False	False	False	False	False	False	False	False
149	4	5	3	no	8	2ft	elec	35	0	False	True	False	True	False	False	True	False
150	4	6	1	no	8	3ft	elec	35	0	True	True	False	True	False	False	True	False
151	4	6	2	no	8	2ft	hyb	35	1	False	False	True	True	False	False	True	False
152	4	6	3	no	6	2ft	elec	35	0	False	True	False	True	False	False	False	False
153	4	7	1	no	6	2ft	hyb	40	0	False	False	True	False	True	False	False	False
154	4	7	2	no	7	3ft	elec	35	0	True	True	False	True	False	True	False	False
155	4	7	3	no	6	3ft	hyb	30	1	True	False	True	False	False	False	False	False
156	4	8	1	no	6	2ft	elec	40	0	False	True	False	False	True	False	False	False
157	4	8	2	no	6	3ft	gas	35	1	True	False	False	True	False	False	False	False
158	4	8	3	no	6	3ft	hyb	35	0	True	False	True	True	False	False	False	False
159	4	9	1	no	8	3ft	gas	40	0	True	False	False	False	True	False	True	False
160	4	9	2	no	7	3ft	hyb	30	0	True	False	True	False	False	True	False	False
161	4	9	3	no	8	2ft	gas	30	1	False	False	False	False	False	False	True	False
162	4	10	1	no	7	2ft	elec	30	0	False	True	False	False	False	True	False	False
163	4	10	2	no	7	3ft	gas	40	0	True	False	False	False	True	True	False	False
164	4	10	3	no	7	3ft	gas	30	1	True	False	False	False	False	True	False	False
165	4	11	1	no	8	2ft	elec	30	0	False	True	False	False	False	False	True	False
166	4	11	2	no	8	3ft	hyb	35	1	True	False	True	True	False	False	True	False
167	4	11	3	no	6	2ft	hyb	35	0	False	False	True	True	False	False	False	False
168	4	12	1	no	6	3ft	hyb	40	0	True	False	True	False	True	False	False	False
169	4	12	2	no	7	2ft	hyb	40	1	False	False	True	False	True	True	False	False
170	4	12	3	no	8	2ft	gas	40	0	False	False	False	False	True	False	True	False
171	4	13	1	no	8	2ft	elec	40	0	False	True	False	False	True	False	True	False
172	4	13	2	no	6	2ft	gas	40	0	False	False	False	False	True	False	False	False
173	4	13	3	no	7	2ft	gas	40	1	False	False	False	False	True	True	False	False
174	4	14	1	no	8	3ft	elec	30	0	True	True	False	False	False	False	True	False
175	4	14	2	no	8	2ft	hyb	40	1	False	False	True	False	True	False	True	False
176	4	14	3	no	7	3ft	elec	40	0	True	True	False	False	True	True	False	False
177	4	15	1	no	8	3ft	elec	40	0	True	True	False	False	True	False	True	False
178	4	15	2	no	7	3ft	hyb	35	1	True	False	True	True	False	True	False	False
179	4	15	3	no	7	2ft	elec	40	0	False	True	False	False	True	True	False	False
180	5	1	1	yes	6	3ft	elec	40	0	True	True	False	False	True	False	False	True
181	5	1	2	yes	7	3ft	gas	40	0	True	False	False	False	True	True	False	True
182	5	1	3	yes	6	2ft	hyb	30	1	False	False	True	False	False	False	False	True
183	5	2	1	yes	8	2ft	gas	35	1	False	False	False	True	False	False	True	True
184	5	2	2	yes	8	3ft	hyb	40	0	True	False	True	False	True	False	True	True
185	5	2	3	yes	8	2ft	elec	35	0	False	True	False	True	False	False	True	True
186	5	3	1	yes	6	2ft	hyb	40	0	False	False	True	False	True	False	False	True
187	5	3	2	yes	8	2ft	elec	40	0	False	True	False	False	True	False	True	True
188	5	3	3	yes	8	2ft	gas	30	1	False	False	False	False	False	False	True	True
189	5	4	1	yes	6	3ft	hyb	30	1	True	False	True	False	False	False	False	True
190	5	4	2	yes	6	2ft	elec	30	0	False	True	False	False	False	False	False	True
191	5	4	3	yes	8	2ft	hyb	40	0	False	False	True	False	True	False	True	True
192	5	5	1	yes	6	3ft	gas	40	1	True	False	False	False	True	False	False	True
193	5	5	2	yes	8	3ft	elec	30	0	True	True	False	False	False	False	True	True
194	5	5	3	yes	6	3ft	hyb	40	0	True	False	True	False	True	False	False	True
195	5	6	1	yes	7	2ft	hyb	30	1	False	False	True	False	False	True	False	True
196	5	6	2	yes	7	2ft	gas	35	0	False	False	False	True	False	True	False	True
197	5	6	3	yes	6	3ft	hyb	35	0	True	False	True	True	False	False	False	True
198	5	7	1	yes	7	2ft	gas	40	1	False	False	False	False	True	True	False	True
199	5	7	2	yes	7	3ft	elec	35	0	True	True	False	True	False	True	False	True
200	5	7	3	yes	6	2ft	gas	35	0	False	False	False	True	False	False	False	True
201	5	8	1	yes	7	3ft	elec	40	0	True	True	False	False	True	True	False	True
202	5	8	2	yes	6	2ft	elec	35	0	False	True	False	True	False	False	False	True
203	5	8	3	yes	6	3ft	elec	30	1	True	True	False	False	False	False	False	True
204	5	9	1	yes	7	2ft	elec	40	0	False	True	False	False	True	True	False	True
205	5	9	2	yes	6	2ft	gas	40	0	False	False	False	False	True	False	False	True
206	5	9	3	yes	8	2ft	hyb	30	1	False	False	True	False	False	False	True	True
207	5	10	1	yes	7	3ft	hyb	35	0	True	False	True	True	False	True	False	True
208	5	10	2	yes	7	2ft	hyb	40	0	False	False	True	False	True	True	False	True
209	5	10	3	yes	8	3ft	hyb	35	1	True	False	True	True	False	False	True	True
210	5	11	1	yes	7	2ft	elec	30	1	False	True	False	False	False	True	False	True
211	5	11	2	yes	6	3ft	elec	35	0	True	True	False	True	False	False	False	True
212	5	11	3	yes	8	3ft	elec	35	0	True	True	False	True	False	False	True	True
213	5	12	1	yes	8	3ft	gas	30	1	True	False	False	False	False	False	True	True
214	5	12	2	yes	7	3ft	gas	30	0	True	False	False	False	False	True	False	True
215	5	12	3	yes	6	2ft	gas	30	0	False	False	False	False	False	False	False	True
216	5	13	1	yes	6	3ft	gas	35	0	True	False	False	True	False	False	False	True
217	5	13	2	yes	8	3ft	elec	40	0	True	True	False	False	True	False	True	True
218	5	13	3	yes	7	3ft	gas	35	1	True	False	False	True	False	True	False	True
219	5	14	1	yes	6	2ft	hyb	35	0	False	False	True	True	False	False	False	True
220	5	14	2	yes	7	3ft	hyb	30	1	True	False	True	False	False	True	False	True
221	5	14	3	yes	8	2ft	elec	30	0	False	True	False	False	False	False	True	True
222	5	15	1	yes	7	3ft	elec	30	1	True	True	False	False	False	True	False	True
223	5	15	2	yes	6	3ft	gas	30	0	True	False	False	False	False	False	False	True
224	5	15	3	yes	7	2ft	hyb	35	0	False	False	True	True	False	True	False	True
225	6	1	1	no	7	2ft	elec	40	0	False	True	False	False	True	True	False	False
226	6	1	2	no	7	3ft	gas	30	1	True	False	False	False	False	True	False	False
227	6	1	3	no	8	3ft	elec	40	0	True	True	False	False	True	False	True	False
228	6	2	1	no	8	2ft	elec	40	0	False	True	False	False	True	False	True	False
229	6	2	2	no	8	2ft	gas	30	0	False	False	False	False	False	False	True	False
230	6	2	3	no	6	3ft	gas	35	1	True	False	False	True	False	False	False	False
231	6	3	1	no	7	2ft	elec	35	0	False	True	False	True	False	True	False	False
232	6	3	2	no	7	3ft	elec	40	0	True	True	False	False	True	True	False	False
233	6	3	3	no	7	2ft	hyb	35	1	False	False	True	True	False	True	False	False
234	6	4	1	no	7	2ft	gas	30	1	False	False	False	False	False	True	False	False
235	6	4	2	no	7	2ft	elec	30	0	False	True	False	False	False	True	False	False
236	6	4	3	no	6	2ft	elec	35	0	False	True	False	True	False	False	False	False
237	6	5	1	no	7	3ft	gas	40	0	True	False	False	False	True	True	False	False
238	6	5	2	no	6	2ft	gas	30	0	False	False	False	False	False	False	False	False
239	6	5	3	no	8	3ft	gas	35	1	True	False	False	True	False	False	True	False
240	6	6	1	no	8	3ft	gas	40	1	True	False	False	False	True	False	True	False
241	6	6	2	no	6	2ft	hyb	30	0	False	False	True	False	False	False	False	False
242	6	6	3	no	6	2ft	hyb	35	0	False	False	True	True	False	False	False	False
243	6	7	1	no	6	3ft	gas	40	1	True	False	False	False	True	False	False	False
244	6	7	2	no	7	3ft	hyb	40	0	True	False	True	False	True	True	False	False
245	6	7	3	no	7	2ft	gas	40	0	False	False	False	False	True	True	False	False
246	6	8	1	no	8	3ft	elec	35	0	True	True	False	True	False	False	True	False
247	6	8	2	no	8	3ft	hyb	35	1	True	False	True	True	False	False	True	False
248	6	8	3	no	8	2ft	hyb	35	0	False	False	True	True	False	False	True	False
249	6	9	1	no	7	2ft	hyb	30	1	False	False	True	False	False	True	False	False
250	6	9	2	no	7	2ft	hyb	40	0	False	False	True	False	True	True	False	False
251	6	9	3	no	7	3ft	elec	30	0	True	True	False	False	False	True	False	False
252	6	10	1	no	8	2ft	gas	40	0	False	False	False	False	True	False	True	False
253	6	10	2	no	8	2ft	gas	35	1	False	False	False	True	False	False	True	False
254	6	10	3	no	7	3ft	elec	35	0	True	True	False	True	False	True	False	False
255	6	11	1	no	7	3ft	gas	35	1	True	False	False	True	False	True	False	False
256	6	11	2	no	6	3ft	elec	30	0	True	True	False	False	False	False	False	False
257	6	11	3	no	8	2ft	elec	35	0	False	True	False	True	False	False	True	False
258	6	12	1	no	8	2ft	elec	30	0	False	True	False	False	False	False	True	False
259	6	12	2	no	6	3ft	hyb	40	0	True	False	True	False	True	False	False	False
260	6	12	3	no	6	3ft	elec	35	1	True	True	False	True	False	False	False	False
261	6	13	1	no	7	3ft	hyb	30	0	True	False	True	False	False	True	False	False
262	6	13	2	no	7	2ft	gas	35	0	False	False	False	True	False	True	False	False
263	6	13	3	no	6	3ft	hyb	30	1	True	False	True	False	False	False	False	False
264	6	14	1	no	7	3ft	hyb	35	0	True	False	True	True	False	True	False	False
265	6	14	2	no	8	3ft	gas	30	1	True	False	False	False	False	False	True	False
266	6	14	3	no	6	3ft	elec	40	0	True	True	False	False	True	False	False	False
267	6	15	1	no	8	2ft	hyb	30	0	False	False	True	False	False	False	True	False
268	6	15	2	no	6	3ft	hyb	35	0	True	False	True	True	False	False	False	False
269	6	15	3	no	8	3ft	hyb	30	1	True	False	True	False	False	False	True	False
270	7	1	1	no	8	2ft	gas	30	0	False	False	False	False	False	False	True	False
271	7	1	2	no	8	3ft	elec	40	0	True	True	False	False	True	False	True	False
272	7	1	3	no	6	3ft	elec	30	1	True	True	False	False	False	False	False	False
273	7	2	1	no	6	2ft	gas	30	1	False	False	False	False	False	False	False	False
274	7	2	2	no	7	2ft	hyb	30	0	False	False	True	False	False	True	False	False
275	7	2	3	no	6	3ft	hyb	40	0	True	False	True	False	True	False	False	False
276	7	3	1	no	6	3ft	elec	40	1	True	True	False	False	True	False	False	False
277	7	3	2	no	8	2ft	elec	35	0	False	True	False	True	False	False	True	False
278	7	3	3	no	8	2ft	elec	40	0	False	True	False	False	True	False	True	False
279	7	4	1	no	7	3ft	hyb	35	1	True	False	True	True	False	True	False	False
280	7	4	2	no	7	2ft	hyb	35	0	False	False	True	True	False	True	False	False
281	7	4	3	no	8	2ft	hyb	30	0	False	False	True	False	False	False	True	False
282	7	5	1	no	8	3ft	hyb	30	1	True	False	True	False	False	False	True	False
283	7	5	2	no	8	3ft	hyb	40	0	True	False	True	False	True	False	True	False
284	7	5	3	no	8	3ft	gas	40	0	True	False	False	False	True	False	True	False
285	7	6	1	no	6	2ft	hyb	35	0	False	False	True	True	False	False	False	False
286	7	6	2	no	7	2ft	elec	30	1	False	True	False	False	False	True	False	False
287	7	6	3	no	6	2ft	elec	30	0	False	True	False	False	False	False	False	False
288	7	7	1	no	7	2ft	hyb	40	0	False	False	True	False	True	True	False	False
289	7	7	2	no	8	3ft	gas	35	1	True	False	False	True	False	False	True	False
290	7	7	3	no	6	2ft	gas	40	0	False	False	False	False	True	False	False	False
291	7	8	1	no	8	2ft	hyb	35	0	False	False	True	True	False	False	True	False
292	7	8	2	no	7	3ft	gas	30	0	True	False	False	False	False	True	False	False
293	7	8	3	no	6	3ft	gas	40	1	True	False	False	False	True	False	False	False
294	7	9	1	no	7	3ft	hyb	40	0	True	False	True	False	True	True	False	False
295	7	9	2	no	7	2ft	gas	35	1	False	False	False	True	False	True	False	False
296	7	9	3	no	8	2ft	elec	30	0	False	True	False	False	False	False	True	False
297	7	10	1	no	6	3ft	elec	35	0	True	True	False	True	False	False	False	False
298	7	10	2	no	6	2ft	hyb	40	1	False	False	True	False	True	False	False	False
299	7	10	3	no	7	3ft	hyb	30	0	True	False	True	False	False	True	False	False
300	7	11	1	no	7	3ft	gas	40	0	True	False	False	False	True	True	False	False
301	7	11	2	no	8	2ft	gas	35	0	False	False	False	True	False	False	True	False
302	7	11	3	no	7	2ft	gas	30	1	False	False	False	False	False	True	False	False
303	7	12	1	no	8	2ft	gas	40	0	False	False	False	False	True	False	True	False
304	7	12	2	no	8	2ft	hyb	40	0	False	False	True	False	True	False	True	False
305	7	12	3	no	6	2ft	hyb	30	1	False	False	True	False	False	False	False	False
306	7	13	1	no	6	3ft	gas	30	0	True	False	False	False	False	False	False	False
307	7	13	2	no	7	3ft	elec	35	1	True	True	False	True	False	True	False	False
308	7	13	3	no	7	3ft	gas	35	0	True	False	False	True	False	True	False	False
309	7	14	1	no	6	3ft	gas	35	1	True	False	False	True	False	False	False	False
310	7	14	2	no	7	2ft	gas	40	0	False	False	False	False	True	True	False	False
311	7	14	3	no	7	2ft	elec	40	0	False	True	False	False	True	True	False	False
312	7	15	1	no	6	2ft	elec	35	0	False	True	False	True	False	False	False	False
313	7	15	2	no	8	3ft	hyb	35	0	True	False	True	True	False	False	True	False
314	7	15	3	no	6	2ft	gas	35	1	False	False	False	True	False	False	False	False
315	8	1	1	yes	8	3ft	elec	30	0	True	True	False	False	False	False	True	True
316	8	1	2	yes	6	2ft	gas	35	0	False	False	False	True	False	False	False	True
317	8	1	3	yes	6	3ft	hyb	40	1	True	False	True	False	True	False	False	True
318	8	2	1	yes	8	2ft	elec	35	0	False	True	False	True	False	False	True	True
319	8	2	2	yes	7	3ft	elec	30	0	True	True	False	False	False	True	False	True
320	8	2	3	yes	8	2ft	hyb	30	1	False	False	True	False	False	False	True	True
321	8	3	1	yes	8	3ft	elec	35	0	True	True	False	True	False	False	True	True
322	8	3	2	yes	8	3ft	hyb	35	1	True	False	True	True	False	False	True	True
323	8	3	3	yes	7	2ft	hyb	35	0	False	False	True	True	False	True	False	True
324	8	4	1	yes	7	3ft	hyb	30	1	True	False	True	False	False	True	False	True
325	8	4	2	yes	6	2ft	hyb	35	0	False	False	True	True	False	False	False	True
326	8	4	3	yes	6	3ft	elec	30	0	True	True	False	False	False	False	False	True
327	8	5	1	yes	7	3ft	elec	40	0	True	True	False	False	True	True	False	True
328	8	5	2	yes	6	3ft	hyb	35	1	True	False	True	True	False	False	False	True
329	8	5	3	yes	6	2ft	elec	40	0	False	True	False	False	True	False	False	True
330	8	6	1	yes	7	3ft	gas	35	0	True	False	False	True	False	True	False	True
331	8	6	2	yes	6	2ft	gas	30	1	False	False	False	False	False	False	False	True
332	8	6	3	yes	6	2ft	elec	30	0	False	True	False	False	False	False	False	True
333	8	7	1	yes	8	2ft	elec	40	0	False	True	False	False	True	False	True	True
334	8	7	2	yes	8	3ft	gas	35	1	True	False	False	True	False	False	True	True
335	8	7	3	yes	6	2ft	hyb	40	0	False	False	True	False	True	False	False	True
336	8	8	1	yes	8	3ft	hyb	30	1	True	False	True	False	False	False	True	True
337	8	8	2	yes	8	2ft	gas	35	0	False	False	False	True	False	False	True	True
338	8	8	3	yes	6	2ft	hyb	30	0	False	False	True	False	False	False	False	True
339	8	9	1	yes	6	3ft	gas	40	0	True	False	False	False	True	False	False	True
340	8	9	2	yes	8	3ft	hyb	40	1	True	False	True	False	True	False	True	True
341	8	9	3	yes	6	2ft	elec	35	0	False	True	False	True	False	False	False	True
342	8	10	1	yes	7	3ft	gas	40	0	True	False	False	False	True	True	False	True
343	8	10	2	yes	8	2ft	hyb	40	0	False	False	True	False	True	False	True	True
344	8	10	3	yes	8	3ft	gas	30	1	True	False	False	False	False	False	True	True
345	8	11	1	yes	6	3ft	elec	40	0	True	True	False	False	True	False	False	True
346	8	11	2	yes	7	3ft	elec	35	0	True	True	False	True	False	True	False	True
347	8	11	3	yes	8	2ft	elec	30	1	False	True	False	False	False	False	True	True
348	8	12	1	yes	8	3ft	gas	40	0	True	False	False	False	True	False	True	True
